ref_date_raw,start_year,geo,sex,indicator,value,metric_type,quality_flag,scalar_applied,vector,ref_date,dguid,statistic,uom,scalar_factor
2022-07,2022,Ontario,"Total, all persons",Excellent or very good perceived health,54.6,percent,,False,v1427747298,2022-07,2016A000235,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Ontario,"Total, all persons",Excellent or very good perceived health,59.0,percent,,False,v1427747299,2022-07,2016A000235,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Ontario,"Total, all persons",Excellent or very good perceived health,7128000.0,number,,True,v1427747300,2022-07,2016A000235,Number of persons,Number,thousands
2022-07,2022,Ontario,"Total, all persons",Excellent or very good perceived health,6846000.0,number,,True,v1427747301,2022-07,2016A000235,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Ontario,"Total, all persons",Excellent or very good perceived health,7411000.0,number,,True,v1427747302,2022-07,2016A000235,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Ontario,"Total, all persons",Good perceived health,29.8,percent,,False,v1427747303,2022-07,2016A000235,Percentage of persons,Percent,units
2022-07,2022,Ontario,"Total, all persons",Good perceived health,27.8,percent,,False,v1427747304,2022-07,2016A000235,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Ontario,"Total, all persons",Good perceived health,32.0,percent,,False,v1427747305,2022-07,2016A000235,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Ontario,"Total, all persons",Good perceived health,3743000.0,number,,True,v1427747306,2022-07,2016A000235,Number of persons,Number,thousands
2022-07,2022,Ontario,"Total, all persons",Good perceived health,3478000.0,number,,True,v1427747307,2022-07,2016A000235,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Ontario,"Total, all persons",Good perceived health,4007000.0,number,,True,v1427747308,2022-07,2016A000235,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Ontario,"Total, all persons",Fair or poor perceived health,13.4,percent,,False,v1427747309,2022-07,2016A000235,Percentage of persons,Percent,units
2022-07,2022,Ontario,"Total, all persons",Fair or poor perceived health,11.9,percent,,False,v1427747310,2022-07,2016A000235,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Ontario,"Total, all persons",Fair or poor perceived health,15.0,percent,,False,v1427747311,2022-07,2016A000235,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Ontario,"Total, all persons",Fair or poor perceived health,1676000.0,number,,True,v1427747312,2022-07,2016A000235,Number of persons,Number,thousands
2022-07,2022,Ontario,"Total, all persons",Fair or poor perceived health,1484000.0,number,,True,v1427747313,2022-07,2016A000235,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Ontario,"Total, all persons",Fair or poor perceived health,1869000.0,number,,True,v1427747314,2022-07,2016A000235,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Ontario,Men,Excellent or very good perceived health,58.3,percent,,False,v1427747315,2022-07,2016A000235,Percentage of persons,Percent,units
2022-07,2022,Ontario,Men,Excellent or very good perceived health,55.1,percent,,False,v1427747316,2022-07,2016A000235,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Ontario,Men,Excellent or very good perceived health,61.4,percent,,False,v1427747317,2022-07,2016A000235,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Ontario,Men,Excellent or very good perceived health,3606000.0,number,,True,v1427747318,2022-07,2016A000235,Number of persons,Number,thousands
2022-07,2022,Ontario,Men,Excellent or very good perceived health,3411000.0,number,,True,v1427747319,2022-07,2016A000235,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Ontario,Men,Excellent or very good perceived health,3801000.0,number,,True,v1427747320,2022-07,2016A000235,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Ontario,Men,Good perceived health,28.9,percent,,False,v1427747321,2022-07,2016A000235,Percentage of persons,Percent,units
2022-07,2022,Ontario,Men,Good perceived health,26.0,percent,,False,v1427747322,2022-07,2016A000235,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Ontario,Men,Good perceived health,32.1,percent,,False,v1427747323,2022-07,2016A000235,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Ontario,Men,Good perceived health,1791000.0,number,,True,v1427747324,2022-07,2016A000235,Number of persons,Number,thousands
2022-07,2022,Ontario,Men,Good perceived health,1600000.0,number,,True,v1427747325,2022-07,2016A000235,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Ontario,Men,Good perceived health,1982000.0,number,,True,v1427747326,2022-07,2016A000235,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Ontario,Men,Fair or poor perceived health,12.8,percent,,False,v1427747327,2022-07,2016A000235,Percentage of persons,Percent,units
2022-07,2022,Ontario,Men,Fair or poor perceived health,10.8,percent,,False,v1427747328,2022-07,2016A000235,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Ontario,Men,Fair or poor perceived health,15.1,percent,,False,v1427747329,2022-07,2016A000235,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Ontario,Men,Fair or poor perceived health,791000.0,number,,True,v1427747330,2022-07,2016A000235,Number of persons,Number,thousands
2022-07,2022,Ontario,Men,Fair or poor perceived health,659000.0,number,,True,v1427747331,2022-07,2016A000235,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Ontario,Men,Fair or poor perceived health,923000.0,number,,True,v1427747332,2022-07,2016A000235,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Ontario,Women,Excellent or very good perceived health,55.4,percent,,False,v1427747333,2022-07,2016A000235,Percentage of persons,Percent,units
2022-07,2022,Ontario,Women,Excellent or very good perceived health,52.2,percent,,False,v1427747334,2022-07,2016A000235,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Ontario,Women,Excellent or very good perceived health,58.5,percent,,False,v1427747335,2022-07,2016A000235,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Ontario,Women,Excellent or very good perceived health,3522000.0,number,,True,v1427747336,2022-07,2016A000235,Number of persons,Number,thousands
2022-07,2022,Ontario,Women,Excellent or very good perceived health,3320000.0,number,,True,v1427747337,2022-07,2016A000235,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Ontario,Women,Excellent or very good perceived health,3725000.0,number,,True,v1427747338,2022-07,2016A000235,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Ontario,Women,Good perceived health,30.7,percent,,False,v1427747339,2022-07,2016A000235,Percentage of persons,Percent,units
2022-07,2022,Ontario,Women,Good perceived health,28.0,percent,,False,v1427747340,2022-07,2016A000235,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Ontario,Women,Good perceived health,33.6,percent,,False,v1427747341,2022-07,2016A000235,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Ontario,Women,Good perceived health,1952000.0,number,,True,v1427747342,2022-07,2016A000235,Number of persons,Number,thousands
2022-07,2022,Ontario,Women,Good perceived health,1773000.0,number,,True,v1427747343,2022-07,2016A000235,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Ontario,Women,Good perceived health,2131000.0,number,,True,v1427747344,2022-07,2016A000235,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Ontario,Women,Fair or poor perceived health,13.9,percent,,False,v1427747345,2022-07,2016A000235,Percentage of persons,Percent,units
2022-07,2022,Ontario,Women,Fair or poor perceived health,11.9,percent,,False,v1427747346,2022-07,2016A000235,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Ontario,Women,Fair or poor perceived health,16.2,percent,,False,v1427747347,2022-07,2016A000235,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Ontario,Women,Fair or poor perceived health,886000.0,number,,True,v1427747348,2022-07,2016A000235,Number of persons,Number,thousands
2022-07,2022,Ontario,Women,Fair or poor perceived health,749000.0,number,,True,v1427747349,2022-07,2016A000235,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Ontario,Women,Fair or poor perceived health,1023000.0,number,,True,v1427747350,2022-07,2016A000235,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Prairies Region,"Total, all persons",Excellent or very good perceived health,56.9,percent,,False,v1427747351,2022-07,2016A00014,Percentage of persons,Percent,units
2022-07,2022,Prairies Region,"Total, all persons",Excellent or very good perceived health,54.0,percent,,False,v1427747352,2022-07,2016A00014,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Prairies Region,"Total, all persons",Excellent or very good perceived health,59.7,percent,,False,v1427747353,2022-07,2016A00014,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Prairies Region,"Total, all persons",Excellent or very good perceived health,3185000.0,number,,True,v1427747354,2022-07,2016A00014,Number of persons,Number,thousands
2022-07,2022,Prairies Region,"Total, all persons",Excellent or very good perceived health,3025000.0,number,,True,v1427747355,2022-07,2016A00014,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Prairies Region,"Total, all persons",Excellent or very good perceived health,3345000.0,number,,True,v1427747356,2022-07,2016A00014,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Prairies Region,"Total, all persons",Good perceived health,31.1,percent,,False,v1427747357,2022-07,2016A00014,Percentage of persons,Percent,units
2022-07,2022,Prairies Region,"Total, all persons",Good perceived health,28.5,percent,,False,v1427747358,2022-07,2016A00014,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Prairies Region,"Total, all persons",Good perceived health,33.9,percent,,False,v1427747359,2022-07,2016A00014,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Prairies Region,"Total, all persons",Good perceived health,1743000.0,number,,True,v1427747360,2022-07,2016A00014,Number of persons,Number,thousands
2022-07,2022,Prairies Region,"Total, all persons",Good perceived health,1594000.0,number,,True,v1427747361,2022-07,2016A00014,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Prairies Region,"Total, all persons",Good perceived health,1893000.0,number,,True,v1427747362,2022-07,2016A00014,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Prairies Region,"Total, all persons",Fair or poor perceived health,12.0,percent,,False,v1427747363,2022-07,2016A00014,Percentage of persons,Percent,units
2022-07,2022,Prairies Region,"Total, all persons",Fair or poor perceived health,10.3,percent,,False,v1427747364,2022-07,2016A00014,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Prairies Region,"Total, all persons",Fair or poor perceived health,14.0,percent,,False,v1427747365,2022-07,2016A00014,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Prairies Region,"Total, all persons",Fair or poor perceived health,671000.0,number,,True,v1427747366,2022-07,2016A00014,Number of persons,Number,thousands
2022-07,2022,Prairies Region,"Total, all persons",Fair or poor perceived health,568000.0,number,,True,v1427747367,2022-07,2016A00014,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Prairies Region,"Total, all persons",Fair or poor perceived health,775000.0,number,,True,v1427747368,2022-07,2016A00014,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
