ref_date_raw,start_year,geo,sex,age_group,indicator,characteristic,value,metric_type,quality_flag,scalar_applied,vector,ref_date,dguid,uom,scalar_factor
2016,2016,Canada (excluding territories),Females,"Total, 12 years and over","Main source of stress in day-to-day life, school work (12 to 34 years old)","High 95% confidence interval, percent",27.3,percent,,False,v114653469,2016,,Percent,units
2016,2016,Canada (excluding territories),Females,"Total, 12 years and over","Main source of stress in day-to-day life, time pressures/ not enough time",Number of persons,1782100.0,number,,False,v114653471,2016,,Number,units
2016,2016,Canada (excluding territories),Females,"Total, 12 years and over","Main source of stress in day-to-day life, time pressures/ not enough time","Low 95% confidence interval, number of persons",1686000.0,number,,False,v114653472,2016,,Number,units
2016,2016,Canada (excluding territories),Females,"Total, 12 years and over","Main source of stress in day-to-day life, time pressures/ not enough time","High 95% confidence interval, number of persons",1875300.0,number,,False,v114653473,2016,,Number,units
2016,2016,Canada (excluding territories),Females,"Total, 12 years and over","Main source of stress in day-to-day life, time pressures/ not enough time",Percent,12.0,percent,,False,v114653474,2016,,Percent,units
2016,2016,Canada (excluding territories),Females,"Total, 12 years and over","Main source of stress in day-to-day life, time pressures/ not enough time","Low 95% confidence interval, percent",11.3,percent,,False,v114653475,2016,,Percent,units
2016,2016,Canada (excluding territories),Females,"Total, 12 years and over","Main source of stress in day-to-day life, time pressures/ not enough time","High 95% confidence interval, percent",12.6,percent,,False,v114653476,2016,,Percent,units
2016,2016,Canada (excluding territories),Females,"Total, 12 years and over","Main source of stress in day-to-day life, health",Number of persons,1238000.0,number,,False,v114653478,2016,,Number,units
2016,2016,Canada (excluding territories),Females,"Total, 12 years and over","Main source of stress in day-to-day life, health","Low 95% confidence interval, number of persons",1168200.0,number,,False,v114653479,2016,,Number,units
2016,2016,Canada (excluding territories),Females,"Total, 12 years and over","Main source of stress in day-to-day life, health","High 95% confidence interval, number of persons",1313200.0,number,,False,v114653480,2016,,Number,units
2016,2016,Canada (excluding territories),Females,"Total, 12 years and over","Main source of stress in day-to-day life, health",Percent,8.3,percent,,False,v114653481,2016,,Percent,units
2016,2016,Canada (excluding territories),Females,"Total, 12 years and over","Main source of stress in day-to-day life, health","Low 95% confidence interval, percent",7.8,percent,,False,v114653482,2016,,Percent,units
2016,2016,Canada (excluding territories),Females,"Total, 12 years and over","Main source of stress in day-to-day life, health","High 95% confidence interval, percent",8.8,percent,,False,v114653483,2016,,Percent,units
2016,2016,Canada (excluding territories),Females,"Total, 12 years and over","Main source of stress in day-to-day life, other",Number of persons,438800.0,number,,False,v114653485,2016,,Number,units
2016,2016,Canada (excluding territories),Females,"Total, 12 years and over","Main source of stress in day-to-day life, other","Low 95% confidence interval, number of persons",396300.0,number,,False,v114653486,2016,,Number,units
2016,2016,Canada (excluding territories),Females,"Total, 12 years and over","Main source of stress in day-to-day life, other","High 95% confidence interval, number of persons",485600.0,number,,False,v114653487,2016,,Number,units
2016,2016,Canada (excluding territories),Females,"Total, 12 years and over","Main source of stress in day-to-day life, other",Percent,2.9,percent,,False,v114653488,2016,,Percent,units
2016,2016,Canada (excluding territories),Females,"Total, 12 years and over","Main source of stress in day-to-day life, other","Low 95% confidence interval, percent",2.7,percent,,False,v114653489,2016,,Percent,units
2016,2016,Canada (excluding territories),Females,"Total, 12 years and over","Main source of stress in day-to-day life, other","High 95% confidence interval, percent",3.3,percent,,False,v114653490,2016,,Percent,units
2016,2016,Canada (excluding territories),Females,"Total, 12 years and over","Main source of stress in day-to-day life, none",Number of persons,1606500.0,number,,False,v114653492,2016,,Number,units
2016,2016,Canada (excluding territories),Females,"Total, 12 years and over","Main source of stress in day-to-day life, none","Low 95% confidence interval, number of persons",1528700.0,number,,False,v114653493,2016,,Number,units
2016,2016,Canada (excluding territories),Females,"Total, 12 years and over","Main source of stress in day-to-day life, none","High 95% confidence interval, number of persons",1687800.0,number,,False,v114653494,2016,,Number,units
2016,2016,Canada (excluding territories),Females,"Total, 12 years and over","Main source of stress in day-to-day life, none",Percent,10.8,percent,,False,v114653495,2016,,Percent,units
2016,2016,Canada (excluding territories),Females,"Total, 12 years and over","Main source of stress in day-to-day life, none","Low 95% confidence interval, percent",10.3,percent,,False,v114653496,2016,,Percent,units
2016,2016,Canada (excluding territories),Females,"Total, 12 years and over","Main source of stress in day-to-day life, none","High 95% confidence interval, percent",11.3,percent,,False,v114653497,2016,,Percent,units
2016,2016,Canada (excluding territories),Both sexes,12 to 17 years,"Ability to handle unexpected and difficult problems, good or excellent",Number of persons,1568300.0,number,,False,v114653499,2016,,Number,units
2016,2016,Canada (excluding territories),Both sexes,12 to 17 years,"Ability to handle unexpected and difficult problems, good or excellent","Low 95% confidence interval, number of persons",1528100.0,number,,False,v114653500,2016,,Number,units
2016,2016,Canada (excluding territories),Both sexes,12 to 17 years,"Ability to handle unexpected and difficult problems, good or excellent","High 95% confidence interval, number of persons",1613100.0,number,,False,v114653501,2016,,Number,units
2016,2016,Canada (excluding territories),Both sexes,12 to 17 years,"Ability to handle unexpected and difficult problems, good or excellent",Percent,74.1,percent,,False,v114653502,2016,,Percent,units
2016,2016,Canada (excluding territories),Both sexes,12 to 17 years,"Ability to handle unexpected and difficult problems, good or excellent","Low 95% confidence interval, percent",72.1,percent,,False,v114653503,2016,,Percent,units
2016,2016,Canada (excluding territories),Both sexes,12 to 17 years,"Ability to handle unexpected and difficult problems, good or excellent","High 95% confidence interval, percent",76.0,percent,,False,v114653504,2016,,Percent,units
2016,2016,Canada (excluding territories),Both sexes,12 to 17 years,"Ability to handle the day-to-day demands in life, good or excellent",Number of persons,1833600.0,number,,False,v114653506,2016,,Number,units
2016,2016,Canada (excluding territories),Both sexes,12 to 17 years,"Ability to handle the day-to-day demands in life, good or excellent","Low 95% confidence interval, number of persons",1801700.0,number,,False,v114653507,2016,,Number,units
2016,2016,Canada (excluding territories),Both sexes,12 to 17 years,"Ability to handle the day-to-day demands in life, good or excellent","High 95% confidence interval, number of persons",1873400.0,number,,False,v114653508,2016,,Number,units
2016,2016,Canada (excluding territories),Both sexes,12 to 17 years,"Ability to handle the day-to-day demands in life, good or excellent",Percent,86.2,percent,,False,v114653509,2016,,Percent,units
2016,2016,Canada (excluding territories),Both sexes,12 to 17 years,"Ability to handle the day-to-day demands in life, good or excellent","Low 95% confidence interval, percent",84.5,percent,,False,v114653510,2016,,Percent,units
2016,2016,Canada (excluding territories),Both sexes,12 to 17 years,"Ability to handle the day-to-day demands in life, good or excellent","High 95% confidence interval, percent",87.7,percent,,False,v114653511,2016,,Percent,units
2016,2016,Canada (excluding territories),Both sexes,12 to 17 years,"Main source of stress in day-to-day life, work",Number of persons,51600.0,number,,False,v114653513,2016,,Number,units
2016,2016,Canada (excluding territories),Both sexes,12 to 17 years,"Main source of stress in day-to-day life, work","Low 95% confidence interval, number of persons",39300.0,number,,False,v114653514,2016,,Number,units
2016,2016,Canada (excluding territories),Both sexes,12 to 17 years,"Main source of stress in day-to-day life, work","High 95% confidence interval, number of persons",62400.0,number,,False,v114653515,2016,,Number,units
2016,2016,Canada (excluding territories),Both sexes,12 to 17 years,"Main source of stress in day-to-day life, work",Percent,2.5,percent,,False,v114653516,2016,,Percent,units
2016,2016,Canada (excluding territories),Both sexes,12 to 17 years,"Main source of stress in day-to-day life, work","Low 95% confidence interval, percent",2.0,percent,,False,v114653517,2016,,Percent,units
2016,2016,Canada (excluding territories),Both sexes,12 to 17 years,"Main source of stress in day-to-day life, work","High 95% confidence interval, percent",3.1,percent,,False,v114653518,2016,,Percent,units
2016,2016,Canada (excluding territories),Both sexes,12 to 17 years,"Main source of stress in day-to-day life, financial concerns",Number of persons,26100.0,number,e,False,v114653520,2016,,Number,units
2016,2016,Canada (excluding territories),Both sexes,12 to 17 years,"Main source of stress in day-to-day life, financial concerns","Low 95% confidence interval, number of persons",19100.0,number,e,False,v114653521,2016,,Number,units
2016,2016,Canada (excluding territories),Both sexes,12 to 17 years,"Main source of stress in day-to-day life, financial concerns","High 95% confidence interval, number of persons",35200.0,number,e,False,v114653522,2016,,Number,units
2016,2016,Canada (excluding territories),Both sexes,12 to 17 years,"Main source of stress in day-to-day life, financial concerns",Percent,1.3,percent,e,False,v114653523,2016,,Percent,units
